useful,comment
,6Rs
,for considering to enter new market launching new business
,To check my knowledge
,"If I have chance to analyze product and customer, I'd like to try this way. "
,I can discuss marketing with this skill.
,great
,I would like to use 6Rs frameworks correctly in order to choose a target.
,It is useful for most profitable for the business .
,Better understanding of the product developed in the company and targeting at the correct market.
,Higher probability to attract customers when segmentation and targeting are properly done.
,Will use it for new product development
,"The test is not difficult but why i can not make it correct since first time , may be i can not get the core information from the presentation , I will try more."
,6Rs are useful when thinking about segmentation.
,"I can use this ides for new product development. In order to make a new best-selling product, marketing is the most important factor. If we make a mistake in marketing, we can’t develop a new product. I will share this idea with my team and we can exercise proper marketing process."
,this is a great review of my college subject
,I will be able to apply this learning when we decide on marketing plans for the company.
,Difference between segment and target
,It's the most important in determining product specifications.
,excellent
,This method makes it easier for me to choose who I should recommend our new services for.
,Attractive market is competitive.
,To put in resources in the right place by understanding how to segment (divide) and target consumers that strongly align with your values
,"Segmentation and targeting are customer base analysis to address and planning for our products (services). "
,Identify the target market and use segregation in market planning
,Gives a good understanding of how we can choose the right customer for our product or service
,Helpful in further developing the targeted marketing of our market research activities.
,"When I have chance to sell our products, I'm going to think about ""Segmentation"" and ""Targeting""."
,identifying who to sell to
,"Segmentation and targeting can also be applied in walks of life. "
,When thinking about the target market
,"To identifying  potential customers, choosing the customers to pursue, and create value for the targeted customers."
,The example of USJ was very interesting and understandable.
,Segmentation and targeting are important to approach the customers efficiently.
,It is useful technics to decide target customer when we start to develop new products.
,it can be used for aim correctly the target we are going to satisfy
,I found that I should select toys and experiences for my kids to meet what they like and want.
,"Before we develop new product, we should study market segmentation and target the customer based in order to lower the risk of loss."
,"We need to segment and clarify our target so that we can communicate to the adequate consumers. "
,good concept in marketing
,"It is important to analyze your environment or market when doing business. "
,Useful when I translate marketing topics and strategy of Management.
,"I will review my company's philosophy, vision, strategy and annual plan with analytical methods I learned through this course."
,I'll try to use this methods to create new strategy in this training.
,"very informative "
,My main responsibilities are market reserch and analyzing data.I'll try to think more deeply internal and external emvionmental analysis.
,It is help to develop to my strategy more efficient .
,"Struggled on one question but ok
"
,Briefing the same to down the line
,"To find the KSFs are important analysis in the industry, when we start a new business. "
,Product planning
,"very new learning , good knowledge "
,It's make me have a understanding to check external environment before investing into some countries in Construction Industry. It is important to maintain company operation.
,Excellent
,"I have many knowledge  from this course "
,I can use for my studies
,"It provides me good tools to examine both external and internal environment, so as to help me develop my unique strategy and maintain my competitive advantage to face keen competition. "
,Better equipped with the processes involved in formulating a corporate/business strategy that is in line with overall corporate philosophy and vision
,"Understand companies` strategy "
,"Everyday, every time I'll apply it to everything. "
,"I can use this in my day-to-day work,especially when planning my own workload."
,"How to use strategies such as PEST, FIVE Forces and Advantage Matrix to understand better the external environment, and then to come up with better corporate/business strategies to increase sales."
,Good review. Thank you.
,Philosophy is a base for any performance.
,"PEST, SWOT, KSF and KBF are infomative tools for our business. "
,The information learned from the course can help inform why management and higher levels make the decisions they do.
,"SWOT is well known tool before this course, now PEST and 3Cs will enhance the environmental analysis more widely."
,デジタルマーケティングの基礎知識として
,SWOT analisys is useful to recognize the way to go.
,good summary but repetitive with other courses.
,"good analysis on both external and internal environment leads KSF. "
,Formulating strategies is one of the skills I've learn during My MBA Days this course will enable me to add new knowledge in my arsenal
,"PESTLE "
,A majority of key words are often seen in daily life but I really didn’t to know how to use them. The course gave me some good examples that made me wanna try using them. Thanks!
,"Informative section. "
,We can improve our daily work by thinking about our company's  management philosophy and corporate strategy.
,NA
,use in scientific activities
,to analyze the external environment
," ."
,"in order to increase sales revenue, I would like to five forces analysis, when I will make a sales strategy."
,"Thank you so much for sharing this valuable resources. Great to take part in. Thanks to lecturers and Dean. "
,Thank you to make me more understand how to make the strategy for business unit.
,It is important to make a strategy.
,I would like to use these methods such as PEST or SWOT in order to analyse the environment I have worked.
,I will check more economic news to have external strategic thinking.
,"there are some key tool and methods I learned from this course. 
1) PEST,
2) Five Force Frame work. 
3) Advantage Matix
4) 3C/KBF/KSF
5) SWOT. "
,it is an important and useful process to understand and share the current status and develop strategy with key personnel for successful execution.
,This seminiar must help me to prepare my jobs
,"I will try to analyze the environment of our company using frameworks such as 3C, pest, and propose a strategy to estabvish a new business."
,It's really when we plan to enter business to new market.
,It is important t lo keep in mind that environment changes with time.
,Importan for proposals
,Being aware of KBFs is important when analyzing external factors
,I can apply the concepts taught while formulating business strategy  for my division. This is useful.
,"This video is really helpful, I would also like to review the video content to enhance my learning in the following lessons."
,"I will use kokorozashi to develop my career path in entire life and I will share this concept to my colleagues and team to help them find their own career part and work-life balance. "
,"Kokorozashi can be rephrased as a philosophy of life. It has changed with growth. I want to reflect on the past, think about the present, and design a better future. Thank you."
,nice
,Very interesting topic in finding myself.
,Excellent
,"I will always find and work the task in line with my values. "
,"thank you "
,"This course gives foundation to everything that I will and can do in the future. It lays down a perspective, although not all concepts were new to me, it gave me a new way of looking at things and seeing their relationships with one another. It reminds me to take a step back and look at the bigger picture and where I see myself in that picture. Once I define my Kokorozashi, it can fuel my drive to pursue my currently chosen endeavor. "
,I will do think over me once again. Then try to generate my KOKOROZASHI
,Briefing the same to down the line
,"Definitely will push me to action. Thank you for making this course available "
,"before doing everything i should plan by kokorozashi steps first understand the world, yourself and develop kokorozashi. "
,Never stop learning something new to improve your skills and knowledge to become a better employee.
,"It has helped me in picturing a more thorough framework of my environment and how personal and societal goals could be realized. "
,"To become a good leader, one must know his/skills and values to be able to tackle and understand the organization and the issues surrounding the organization. Kokorozashi is a fuel that will help you achieve the goals in your life."
,Being able to examine yourself deeply is a great step towards achieving greater goals in life. This course have a very good emphasis on the importance of knowing yourself in order to move forward which I believe is very helpful in making decisions as a leader and as a human being.
,"a lot of knowledge "
,"after i understand kokorozashi process, it is a value knowledge to improve my skills including to my vision for developing my organisation. "
,"I gained great insight from this course for my future plan. First of all, I can apply it to studying and conducting research for my PhD dissertation. At the same time, I can guide my students to set their kokorozashi and follow theirs. Finally, I can lead my department and university with my passion and actions in educational works. 
Thank you very much indeed. "
,I will apply the knowledge that I learn from this course to develop and change the working situation and public understanding to the public servant generally and specifically at our ministry.
,"This course helps me to look back at myself to see what I really passionate about. It not going to help me to finish a particular task, but it helps me to find out the right way to go in both my personal and work life. "
,"
."
,very good course
,Good
,"This is very first hearing and learning about Kokorozashi. I have to find my passion and set goal. Then, I will implement it with open minded as you mentioned in the lectures. This course open my eyes and sharpen my future way. Thanks."
,The daily grind at work can sometimes be overwhelming and taxing to the point that I tend to be mechanical about performing my job. Learning about Kokorozashi has made me realize that I can do something to align my values and passion with what is required of me to find meaning in my job while striving to be better at it.
,I'll continuously contribute to  development tasks through analysing my skill and value . I implement my  personal mission by applying the knowledge gained from this curse.
,"This course is very usefull for me in terms of deep analisys of my ""inner world"". Categorization of my habits and goals, also as creating my own Kokorozashi will improve both of my private life and work in public sector."
,It storms my mind
,This course is very important to use for my future work and can be adapt to my daily life.
,"It gives me way to think and assess my personal interest and mission. "
,Finding passion.
,This course has contained very useful technique and logical thinking which would absolutely enhance my knowledge on both leadership and management that I could apply into my workplace and share this experience with colleagues. I will also use this valuable lesson to improve my way of personal thinking and make the best on everyday for work-life balance.
,"This course is great for building my character as a leader by using a personal mission or Kokorozashi.
The External environment is one issue that affects business activities in an organization, that can affect business performance and objectives. A  leader must have a business strategy goals and be able to analyze the business environment. as explant in this course, I expected good character leaders like Nelson Mandela and successful business like Mark that using kokorozashi as a foundation. how I learn about the skills and values of ourselves since childhood and continue to change as experiences and capacities change as we develop ourselves so far.
Define personal values is to discover what's truly important. A good way of starting to do this is to look back on our lives and identify when felt really good, and really confident that we're making good choices.  This Course also to tells me how to be passionate and how to connect what I good at, skills, and our values as a leader. I think that at the end of this course this all lesson,  I will apply in my daily life. Thank you very much, this is a very good Course ever. 


"
,This course is very useful in daily life. We can always keep in mind that aim. And we will use this knowledge in our job.
,"Pursuing kokorozashi will guide a leader in the right direction. If you don’t know what your aim is, you will only end up feeling lost. When you understand your mission, tremendous energy and passion will emerge from within. As a result, you can overcome any kind of hurdles and difficulties in life."
,Nice course but there could be more examples i guess
,Applying in instructions in job and applying in own activities for personal life.
,"Perfect. Help me to reflect my being, my meaning in life "
,"I am very impressed by the course.
It was useful to learn how know yourself, about Leadership and how to form own mission in life.

Thank you!"
,"After finishing all of the kokorozashi videos, I have a lot of knowledge. Thank you."
,"I can apply my learnings to enhancing my contribution to society as Local Government Operations Officer. By developing my own kokorozashi, personal and social satisfaction will be met."
,I would like to find out my kokorozashi and act to implement that by taking necessary actions.
,I can make a plan for my aim (daily or long term) with different views.
,Introduce the same down the line.
,It was very useful for me.
,"use to become good and successful leader in my career and to balance career ,education and family life."
,Really awesome course to regain the motivation and passion for what you are doing. Next step take actions!
,Kokorozashi fits my plan of venturing into the AI or machine learning business .
,"I strongly feel I have to find out my kokorozashi and it will contribute to accelerate the developing new service and businesses. "
,"Very interesting topic
Looking forward to find my kokorozashi and work towards it."
,how to develop yourself by focusing with clear intent & discover the passion
,"I will use my learning to first have a clarity on my Kokorozashi, and then train myself to achieve it."
,Through putting into practices
,this course is very useful for my job.
,We have to know ourselves better and define our personal missions.  We must set an objectives to improve ourselves and consider what we can contribute in the community.  We have to remember that an improvement to oneself is also for the community.
,"Kokorozahi can be considered as an effective tool to know ourselves clearly. Great enemy is inside ourselves since we cannot control ourselves. This is because we have not known ourselves clearly yet. What is the real mission in our lives? Personally thinking, Kokorozashi is useful for both managers and employees. To managers, it can help them to recognize their employees’ real passion, so they can pre evaluate the work performance. To employees, it will guide them to know what kind of organization they want to belong to for long term growth.  "
,"find my personal passion
"
,I like this training and need to repeat study again.
,"The leadership mind "
,I will try to think deeply about how much I know the world and myself in order to develop my own KOKOZASHI successfully.
,"Kokorozashi is supposed to offer me the apparent orientation and also strong motivation to rise from the ashes and never give up. Thoroughly the PEST (political, economic, social, and technology) and the 3C (consumer, competitor, and company) analyses, I am inclined to create critical thinking and review of all obstacles and risks through my future projects.  "
,I will keep make clear my Kokorozashi and always be aware of my Kokorozashi.
,I start to think about my kokorozashi and build a plan to do it step by step.
,"thru my newly assigned position at my workplace as vice chief of office, I would like to set up day-to-day concept plan about myself and put in practice. hopefully, by doing this, other staff may iterate my habits and newly adopted working styles and leadership, and together we hopefully see fruitful results with more productivity and proficiency at the end of the day. Thanks for the lovely course. this really touches my heart and mind. "
,It will Further Enhance My Leadership Skills
,I will apply this to live an intentional life.
,This learning will help me to apply my skill and values in line to perform my job.
,"It is really interesting to know about Kokorozashi, know me, and know the work. Especially the story of Yuki's success with kindness, teamwork is very interesting to me. I always think that success and achievement must show off to others. But it is a wrong way of describing success. Again, always doing something to gain praise is also a wrong attitude. Overall, I tried self-realization, and working on it may make me a better person tomorrow.  "
,"That is really useful for searching for oneself. "
,"Know the world, know my self, and develop my personal mission will always be my guide in dealing with everyday challenges, even the smallest of it. "
,"True to myself, taked risk, find out what is important in life, how to contribution to society, "
,"After I learn from Leadership with passion through Kokorozashi, I am very interesting. Not only the fundamentals of leadership development but also give me the opportunity to create inspiration and develop passion in my career and life.  "
,"What I learnt in this course is even applied in myself when I encounter the difficulties, challenge and bad situation by analyzing myself. Secondly, it would also be used as motivational tools for family members, friends and other people when they face upset situation or are in distress and can be used as guiding tools for my colleagues and team members from the leadership position to achieve our goals. Being a civil servant, I will apply it for my career, organization, negotiation for matters and for the developement of my country. Thanks a lot for giving us this useful course and it completely enlightens my sense towards success. "
,In everything! Life is about finding your passion.
,Enjoyed
,I think technovative thinking can be applied to everything.
,Great
,Use technology to widen perspective and increase efficiency when working on things. Buzzwords are quite daunting at first but can easily be learnt if you have an open mind.
,"I work for HR function, all content of this program are very useful for adapting in my routine work. AI, IOT need to study more and more for future change. "
,Preparing me to be the a new generation digital leader that utilize the power of technology to propel business growth.
,"Innovation "
,A really enlightening course and a reminder of tools in an ever changing world that can supplement critical thinking
,to understand fundamental knowledge of technocae thinking which is definitely requred skill for our generation
,"Changing my mind. I enjoyed learning this session. "
,Try to think digital tools to apply to industry where I am.
,"Keep abreast of technology trends in my field, test trends that may be applicable and then implement applicable trends to grow business"
,creates general understanding
,Technovate thinking is necessary to survive on this era.
,"Utilize this fundamental knowledge for more efficient investment decision "
,Good
,"through this course, I understood technology is not horrible but supplement for management skills.
For these years, I felt strong necessity to learn programming language, otherwise I cannot survive in the future. but this thought was wrong.
I will try to understand new technology continuously, but also will sharpen my strong point to optimize my resource such as TIME."
,"Great course for the non-programmer. "
,Speed ​​up with using technology we need.
,This will benefit my decision making and how to deal with the troubles encountered on field work.
,"Interesting facts. "
,good course
,I know new clues in solving problems. Thanks.
,"First, it is important to properly formulate the problem and determine if it needs to be addressed."
,helps you realize how to solve problems without first jumping to conclusions.
,"meeting with teams,and,avoiding some problem in my daily life"
,To avoid jumping to conclusions from what to why is very important.
,I Know more how to use the steps of the problem-solving process to avoid common misunderstandings and get at the root of a problem.
,I am certainly a better problem solver after this course both in work & life .
,"The topic gives way essential points in identifying logical and appropriate solutions toward problems. "
,for problem solving
,"Thank you so much. This course would help me a lot not only work but also personal problem. "
,Deep thinking improve better problem solution in shop floor & also daily life.
,Breifing the same to down the line
,"Working in Support, I would use the learning from this course to assess things like customer complaints and team performance."
,Problem Solving skills is vital in handling our Company's current issues
,ＧＯＯＤ！
,Really helpful as everyone can benefit to understanding how to better solve problems using critical thinking. Understanding the concepts will help me in both my personal and professional life.
,"Could be used at my work situation, and also in my private life."
,"We need to have the attitude of focusing on the factor behinds events, which are not easily visible."
,Think critically everyday!
,"MECE is an important concept to critically think of projects "
,good
,Thanks
,I will use this method when I will make a recovery plan.
,I will apply logic tree and cause and effect with my work.
,"It helps me understand better, how to find a better solutions to overcome the problems that we face at our office."
,"This course is kind of refresh my old knowledge about solving the problem. I would apply the method (what, where, why, how) on professional life and personal life."
,Rectifying problems encountered on the system.
,Very useful information & Knowledge to be used in day to day working
,before addressing some problem
,"We can think of solutions more systematically. "
,"MECE and logic tree are interesting and I can include them when tackling problems so I could think more thoroughly, from various perspective, then I believe better solutions will be found."
,What Where Why How>>it is so very difficult to compromises problem but it is more useful for apply to use with my daily life
,So difficult for me to understand ka.
,This course is very useful. I can apply to my HR work to gather the data or communication and problem resolution.
,I will apply this for problem - solving process to my works if I encounter any problems.
,It's not easy to understand but benefit for apply to daily life.
,"The given examples made it easier to understand the content.  "
,"When I want to solve something, I will consider 4 step, ""What"", ""Where"", ""Why"", ""How"" more carefully. Especially ""Why"" step, I try to check 3 requirements, chronological order, correlation, No external factor."
,good course
,"I can use this knowledge to improve the design of the product to better suits the customers needs. "
,It can help in planning and solving problems at hand.
,"I'll used method in planning and solving problems "
,"this course will help me in narrow downing the possibilities of problem and will give more insight about factors involved in it, which eventually leads to solve problem more effectively "
,Very helpful
,I will apply this step by step problem - solving process to my works if I encounter any problems
,"Problem solving can be applied to any problems even if those  are daily, tiny and private related one."
,It is important not to skip each process to solve problems.
,These tools are often used at work.
,gg
,"I can use it in solving every day problems that I encounter by using the correct processes of problem solving as well as the tools   "
,"Looking at some of the problems I am facing now, I can see how i could have avoided those problems if i used a logic tree, causse & effect and 3W1H"
,clearly analyze the problem
,It is important not to skip each process to solve problems.
,Good methodology
,I would like to use this method into the problem I have faced in my job.
,"Based on why why analysis problem solving tools we can understand problem clearly first and easy to find a cause. "
,We can apply this critical thinking in our M.R to find out the problems in those centres who are not performing well in terms of new and eo.
,problem solving is important to think deepen the solution and apply the knowledge from logic tree and MECE to use.
,"For scientific activities "
,it very nice and I will try to use the tools for support my Idea.
,The cause and effect tricks
,Perfect
,"huu

"
,"i'd be more conscious on how to solve different business problems, including drop in sales, losses via expiry of products etc"
,"Very difficult to compromises problem. But this course helpful for critical thinking step by step to solve the problem we found. Very good  "
,Interesting but need to try with educational business
,I will be able to apply my learning when I encounter problems with projects and in coming up with proposals.
,"Yes
"
,"In our daily life, we often encounter scenarios where we need to solve a problem. Though, in an office setting, solving a problem with a definite and doable solution is expected. Often times, to immediately solve a problem, we skip the process of WHAT, WHERE, WHY, and HOW. Also, we tend to conclude a solution which is based solely from the data we've heard or seen at hand. Thus, our recommended solution is not often accepted to be the best option. With this, we need to keep in mind the process and carefully study the course of action that will solve the problem. This learning would most likely help me especially when dealing with problems in my work place."
,When I want to solve a problem
,Good way for problem solving
,Problem solving is a procedure to attack a problem very objectively
,Good
,it is difficual to my understand eventhoug i listen in the second time
,"We can apply the BATNA,RV and ZOPA to get the business. it is very important"
,I can apply this skill when I will conduct negotiating with my customer about the price of our products.
,"Thank you, I can even do this in daily life."
,Briefing the same to down the line
,in any case to reach an agreement
,"I could understand the skills of the negotiation like BATNA, RV and so on."
,"Preparation prior to negotiation, active listening and being sincere will make a win-win nigotiations"
,Successful negotiation need practice all the time. It is a skill build up day by day.
,When setting targets with my clients
,"We experience negotiation everyday. It may be as simple as on how you decide where to buy your necessities between two stores or as difficult as deciding which job offer to accept. Though, what I sincerely got from this training particularly points to the 4 different actions of a successful negotiator which I believe would help me come the time I need to negotiate with our clients."
,"This training will help me as an ADM negotiate with Instructors on improving their center's situation. This will also strengthen my ability to provide advice to my members on how to approach discussions with Instructors. "
,When negotiating
,It could be applied to negotiations with suppliers and customers to lead to a win-win situation
,Great
,It helps me to improve my negotiation skills.
,Negotiation is one of the most essential part of business.
,"Yes
"
,I will apply what I've learned here to improve My Negotiation Skills
,"This is the first time of me to learn about BATNA , it's very good to learn and follow this concept."
,Learn about batna
,"I enjoyed the course because it really gives me a background on this concept. "
,negotiation is a vital part in a enterprise operations
,"This skill can be used anytime, anywhere."
,"As a prosecutor, this learning will support my 
ability while appearing in Court.

-"
,"I will put myself in a stronger position to know the other parties's BATNA. It is important to have a target value and anchor with a lower price from that target value. It is very useful in making deal. Researching enough will help you to know the optimal target value . "
,"Negotiator look beyond such hard & fast positions to try the identify understanding interest. "
,great lessons!
,I have learnt many valuable principles to enchance my negotiation skills.
,Learn about negotiation
,Better understanding of negotiation process and how to apply negotiation skills to our work life
,"During consultations, when giving recommendations or suggestions to Instructors"
,to know the principles of negotiation
,ggggg
,BATNA/RV/ZOPA are meaningful in win-win negotiation
,"When I facilitate the meeting, I'll use this negotiation skills. "
,It would be beneficial for me to use this knowledge and skills in situations where I will negotiate a purchase price of shares or interests of company with potential sellers.
,very useful in the job
,This will greatly help me in making fair deals for business and personal transactions.
,"use batna, RV and Zopa"
,"I will understand better how to chose the real situation of any job and based on real situation of market prices. "
,"Using principles of negotiation in my job by considering Zopa, Batna, Target Value and RV."
,"it's good course that I can apply to my daily life "
,Hope it helps with my career in the future
,Very nice visualisation of the topic. In my work I am going to spend more time to research and prepare before every negotiation process.
,I will apply the learning from this course to negotiations in my job.
,"A negotiation is a strategic discussion that resolves an issue in a way that both parties find it acceptable in reference of their mutual interest. "
,"we can apply the knowledge of negotiation in daily life - rental, salary during job change, setting up new business etc.."
,"BATNA
ANCHORING 
TARGET VALUE 
IS THE MOST IMPORTANT TO USE FROM NOW ON"
,Good course
,"It easy learning and useful course. "
,"For use in sciences activities "
,it's very helpful when we negotiate with our customer and supplier especially when the price increased.
,This topic will help me in negotiating with our internal and external clients. i will definitely apply the actions of successful negotiator in dealing with them.
,Will negotiate as much
,Negotiating with Suppliers
,"I’ll refer to what I’ve learned in this class when I negotiate with my clients, co-workers, and families."
,Dealing with business opportunities
,Good refreshment for negotiation Skill
,Good. Useful!
,I will try to imagine the RV/BATNA of the opposing party especially for my second son ...
,not that much beneficial
,gave an insight to level of negotiations done at every level of work and personal life and how to do it better
,"In making the win-win negotiation, i can use  BATNA, RV and ZOPA"
,negotiation of a salary when changing job
,"I understood that there are many opportunities to use negotiation skills in everyday business situations and it is important to improve my BATNA to strengthen my negotiation position.
"
,Analyzing possible enhancement in which will help business success based on the data gathered
,wow
,When making analysis about effectiveness of HR measure using data of employee survey between before/after of the measure.
,"
How to use the graph properly is important."
,I could uitilize with my work especially analysis and present with other to clear understanding.
,Support member try to analyze data for set plan support center.
,ขอบคุณมากสำหรับการแปลของทีมงาน ที่ช่วยให้การ Training ในวันนี้ เพิ่มความรู้ และเข้าใจถึงเนื้อหาที่เป็นประโยชน์อย่างมา และสามารถนำไปปรับใช้กับการทำงานประจำวันได้ดีขึ้น เช่น เนื้อหาการตั้งสมมติฐานในการหาเหตุผล เพื่อพิสูจน์ และที่สำคัญของนักบัญชีคือการวิเคราะห์งบประจำเดือน โดยการนำข้อมูลที่ถูกต้องมาเปรียบเทียบ
,I will utilize the 4 steps to making and verify the hypothesis
,"making graphs for presentation "
,Analysis on business performance
,Briefing the same to down the line
,For what purpose and how to collect data and make it visible
,"I need this skill, I will use it for proceeding our Project."
,Apply the 4-step cycple of hypothesis in order to enhance work quality.
,sales analysis of Toyota vehicle model by model.
,I feel a little bit difficult to under stand but it very useful to use this knowledge for analyze and report.
,"Firstly, defining what we should analyze is  essential. With hypothetical thinking, we need to execute the analysis in correct way. And we are expected to show the result of studies with suitable graphs accurately and effectively. "
,"I often use graph to analyze quality data or something. I'd like to confirm hypothesis before making graph. "
,สนุกดีค่ะ ถ้ามีคนมาช่วยแปล และเป็นประโยชน์กับการทำงานด้วยค่ะ
,"I will be able to use it to analyze my customer's business trends and align my sales strategies accordingly. 
"
,Better understanding to analysis.
,Easy approach to clearly explain the reliable data analysis to collect most relevant data from set of information available to explain the desired objectives  for our goals to enhance the business .
,The learning certainly helps me to plan & strategize my sales & marketing campaigns more effectively.
,for analytical purpose
,Useful info for analysis process
,"It's the most benefit for me to apply what's I have learnt from this course in daily work.
 "
,Try to use what I learnt from the training to set the Hypothesis in the next action plan.
,For better comparing data in analyze.
,Waterfall chart is usefuk to show the impact
,Understand the process of analysis. How to utilize the analysis results is important.
,I will use these tools in formulating strategies for the attainment of our company's primordial objective
,"It creates convenient way of understanding business data. "
,I understood that analysis is comparison.
,analysis is comparison
,Usually utilizing these approaches on my business to capture the trends.
,"Use this analysis mrthod thinking in my general life, to avoid making wrong decisions."
,"Methods of data collections, different perspectives of analysis and how and which graph or chart to be used is something important. 
many times we take the same graph for different shorts of data but yes now i can start thinking about other graphs or charts as well. "
,Can be applied to the team.
,good training
,Useful for how to set hypothesis and perspective collect data
,Very good course and have many idea for apply to my job.
,"How to analysis data especially student information of student enrollment, absentee in many perspective. "
,I will apply proposing a Hypothesis with my work and utilize five perspectives of analysis and summary data by using graph and think more three steps in marking a graph
,"questioning again my company analysis method  see if it can be improved "
,"For scientific activities "
,to know hypotheses and perspectives properly
,analysis by using graphs
,way of collecting the data for conducting the seminar
,"Better understanding of Data with Provisional Explanation and analysis "
,"By always using the right tools either in hypothesis or data analysis "
,gave me a lot to think about in terms of hypthesis and perspectives
,"Another perspective "
,GOOD
,Enhance our business analytical skill.
,Good
,"This course is very much helpful in my task as we determine customers of our brand. "
,I will be able to apply this learning when we determine marketing plans for the company.
,Good
,Great summary
,"Better understanding the customer always keep good progress . "
,Briefing the same to down the line
,Thank You!
,Thank you Karl-san for your attractive class.  A.W
,Finally learned the difference between 'sales' and 'marketing'/ The segmentation and targeting information will definitely help when considering how to best develop a product to be modular in order to facilitate those needs.
,"I will know better my customer and how to decide to do any marketing process. "
,It very useful course for make the understanding of MKT knowledge.
,Good
,clearly understood the analysing process for marketing
,to consider the potential makert opportunity
,"I have to understand our customer, so
I have to do so repeatedly."
,Strategy
,excellent
,"It is easy to jump to the 4 P’s, but actually, we must analyze the environment first of all.  The axes of positioning should be worded based on customer values. "
,Very clear and can be applied to everyday marketing.
,I am planning to apply this to our company's overall marketing strategy
,I can apply this in guiding Instructors how to communicate effectively to parents.
,This course gives learners basic understanding of marketing.
,". "
,Nice to have framework to work with
,Good learning to know the marketing process. Thank you.
,"it can be used in future projects. "
,"Able to analyse customer needs more precisely "
,good
,Understanding your customers is important to think about marketing.
,Marketing & Targeing is most importanrt.
,It is will be very useful in the future careea and life. Thank you for simplicity and understanding.
,Breifing the same to down the line
,"Good to apply to promote the products "
,I will be able to apply this learning when we discuss marketing plans for the company.
,"Think about 3P and the other methods for sales and marketing activities "
,By Knowing your target you create a niche or ideal segment to better position your products or services
,Will help inform what ideas have product potential
,useful for my job. product development
,use in scientific activities
,The learning gives me a clear understanding of marketing fundamentals .
,It is important to think in 4ps.
,Thank you very much for the clearly explanation of 4Ps.
,マーケティングの4Pの基礎を根底に事象を診ることができそうです。
,excellent
,It is useful to mix various marketing strategies.
,Reviewing existing strategy of the brand.
,Good to refresh this knowledge
,"Very good course. "
,Nice review and also new learnings
,"Pricing
4ps"
,for marketing to reach our company's target
,GOOD!
,Can implement when making new offer to new customer in new market.
,"Easy to understand, good course!"
,"Product, price, place and promotion are all important factors to marketing. For each product that is launched, we should set target segment and 4P accordingly. "
,"Utilized 4P marketing approach with the marketing action, by doing so I can have concrete image and process to achieve the target.  "
,Always review product core value vs augmented value to prioritize promotion
,to overview my company and create a new business
,"Nice to see frameworks to review "
,"A business strategy is a set of competitive moves and actions that a business uses to attract customers, compete successfully, strengthening performance, and achieve organisational goals."
,for understanding creating value
,The knowledge gained from this course can help inform what research topics could be more or less useful depending on the company's business strategy.
,"If I have chance, I would like to make proposals while observing market changes so that the value chain business can be expanded."
,it help me to be more criticize at the business activities.
,Breifing the same to down the line
,To create good opportunity .
,use in scientific activities
,To reconsider the value chain of my job.
,"It brings me insights that how other companies are doing their business. When I become a position to manage company's strategy or portfolio, this learning will be useful."
,"To judge if our company's strategy is appropriate
or not."
,I would like to get VRIO in my work situation.
,Review our company's situation.
,.
,Good
,Good course on creating value
,I need to learn more details about this part of the lessons.
,excellent
,Good lesson for creating value on our business
,Very Informative
,"think about approaches to new domains.
understand new domains efficently "
,"it's very useful knowledge, and useful for business planing."
,.
,I will apply this in our internal strategy meetings.
,We can consider how to sell each product based on the domains and product life cycle.
,"Strategically apply the frameworks "
,"It is important to learn the company-wide strategy and understand the expectation for each of its business domain. Within each business, we need to strategically allocate our resources to make the right decisions. "
,good summary
,Portfolio analysis is necessary even in my department.
,"I learned some methods like 
-Value chain and how to optima the value chain by Select/Batch/Omit/Add 
- Business domain 
- VRIO"
,good opportunity to create new business.
,Porter
,I can think about how to get a success in my job strategically.
,Will consider develop unique product in near future
,Core competencies are key to finding advantages and future opportunities
,For job
,Learning the different organizational behaviors and leadership style depend on how the leaders really know their members. It is good to always remember that achieving the company's goal is thru proper communication and unity of all members and leaders.
,Learning about OB and Leadership to better lead our team members
,I would like to find what my true motivation in my workplace is and also strengthen my group using a managing group skill.
,"Trying to adapt each theory to develop my leader skill as well as enhance team member. "
,thank you for a good lessons
,"This course has really been an eye-opener. I can relate with what is happening in our own unit and even in the whole organization. A lot of the techniques and theories on the motivation and incentives that can make people work fully towards the goals set can be applied or at the very least be reminded to our leaders and managers on how to handle their subordinates. I am excited for the chance to echo these with my colleagues, if given a chance."
,"In conducting the projects defined by my department, I could apply the knowledge gained from this course. To achieve the goals within the specific time, I have to manage the required sources, contact local authorities, and implement the procedure by using the ideas of different leadership theories effectively.
Thank you very much."
,I understood the importance to get the skills of both management and leadership.
,Briefing the same to down the line
,for preparation to be a manger
,very good understanding and understandable chapter
,Many opportunities to apply. Learnt new things
,Good understanding about how both management and leadership are important and go hand in hand.
,Interesting
,managing a team
,understand each other need and nature of need
,It meets my expectation.
,"That's a useful course that makes to improve my leadership skill and think about the differences between management and leadership. The way to motivate employees should be applied to our team. Thanks "
,Accomplish group tasks effectively and efficiently through teamwork.
,I can definitely apply the learning from this course to my job.
,This course is very interesting and useful. I can use this course in daily life and my workplace.
,"Leadership is powerful to encourage each organization, So I think this knowledge is very useful to adopt in my daily work and actualizing in my task. "
,"Leadership & Management are two important key important aspects & empowerment plays a key important role "
,Thanks
,Empowerment is important to develop member.
,Conflict is not always bad.
